,timestamp,precision,recall,f1_score,average_precision,auc
9,2020-08-05 15:55:16,0.48,0.96,0.64,0.897483342698996,0.9778222222222221
10,2020-08-05 16:21:53,0.5106382978723404,0.96,0.6666666666666666,0.9184316382397725,0.9855666666666666
11,2020-08-05 16:28:00,0.5187165775401069,0.97,0.67595818815331,0.899414758330608,0.9846222222222222
12,2020-08-05 16:53:58,0.5274725274725275,0.96,0.6808510638297873,0.8824137793283299,0.9826722222222223
13,2020-08-05 17:20:01,0.5480225988700564,0.97,0.7003610108303249,0.9197692816012462,0.988
14,2020-08-05 17:46:01,0.5307262569832403,0.95,0.6810035842293908,0.8449777014565447,0.9724277777777778
15,2020-08-05 18:12:18,0.3732394366197183,0.53,0.4380165289256199,0.42569635660399224,0.8491777777777779
16,2020-08-05 18:38:36,0.518918918918919,0.96,0.6736842105263159,0.9163379638244505,0.9835944444444444
17,2020-08-05 19:04:37,0.532967032967033,0.97,0.6879432624113475,0.8759101092015545,0.9807555555555556
18,2020-08-05 19:30:43,0.5132275132275133,0.97,0.6712802768166091,0.8887570753402098,0.9810666666666668
