,timestamp,precision,recall,f1_score,average_precision,auc
0,2020-08-12 15:55:50,0.372093023255814,0.48,0.41921397379912667,0.3345827330209741,0.8693611111111109
1,2020-08-12 16:10:49,0.4509803921568628,0.69,0.5454545454545455,0.5602150667580784,0.9142
2,2020-08-12 16:24:59,0.4715909090909091,0.83,0.6014492753623188,0.5795624789402648,0.9414388888888888
3,2020-08-12 16:38:30,0.4591194968553459,0.73,0.5637065637065637,0.5628777228196664,0.9144722222222222
4,2020-08-12 16:52:17,0.462962962962963,0.75,0.5725190839694656,0.6182186072878487,0.9354444444444444
5,2020-08-12 17:05:52,0.37333333333333335,0.56,0.4480000000000001,0.4357833244189427,0.8706999999999999
6,2020-08-12 17:19:58,0.4085365853658536,0.67,0.5075757575757576,0.528012659895567,0.9088888888888887
7,2020-08-12 17:34:02,0.4050632911392405,0.64,0.4961240310077519,0.46622180521634793,0.8910444444444444
8,2020-08-12 17:47:37,0.4702702702702703,0.87,0.6105263157894737,0.683820542337037,0.9579277777777778
9,2020-08-12 18:01:56,0.4906832298136646,0.79,0.6053639846743295,0.6220852429597467,0.9371166666666666
