,timestamp,precision,recall,f1_score,average_precision,auc
0,2020-08-12 15:58:14,0.5274725274725275,0.96,0.6808510638297873,0.7623155999356933,0.9759055555555556
1,2020-08-12 16:13:12,0.4378698224852071,0.74,0.5501858736059481,0.4346918884063477,0.9159166666666666
2,2020-08-12 16:27:20,0.4587628865979381,0.89,0.6054421768707483,0.6945948570724052,0.9536611111111112
3,2020-08-12 16:40:47,0.4866310160427808,0.91,0.6341463414634146,0.7420543366846118,0.9646722222222222
4,2020-08-12 16:54:22,0.4780219780219781,0.87,0.6170212765957447,0.8052759665338514,0.9619
5,2020-08-12 17:07:59,0.45,0.72,0.5538461538461539,0.5173325272680264,0.9239555555555556
6,2020-08-12 17:22:11,0.4779874213836478,0.76,0.5868725868725868,0.5841239526004192,0.9257666666666666
7,2020-08-12 17:36:22,0.4539473684210527,0.69,0.5476190476190477,0.5628481723260409,0.9187444444444444
8,2020-08-12 17:49:58,0.467065868263473,0.78,0.5842696629213483,0.6369634622116878,0.9374388888888888
9,2020-08-12 18:04:23,0.42391304347826086,0.78,0.5492957746478873,0.5399446296970537,0.9284722222222223
