,timestamp,precision,recall,f1_score,average_precision,auc
0,2020-08-12 15:50:32,0.5847953216374269,1.0,0.7380073800738007,0.8924635293326185,0.99375
1,2020-08-12 16:05:42,0.5347593582887701,1.0,0.6968641114982579,0.9143249231208268,0.99405
2,2020-08-12 16:20:06,0.5649717514124294,1.0,0.7220216606498194,0.9442938398665548,0.9951555555555556
3,2020-08-12 16:34:09,0.559322033898305,0.99,0.7148014440433212,0.9332493787723334,0.9928
4,2020-08-12 16:47:32,0.5747126436781609,1.0,0.7299270072992701,0.9342740610821804,0.9962777777777778
5,2020-08-12 17:00:46,0.6024096385542169,1.0,0.7518796992481204,0.9044435701382866,0.9933166666666666
6,2020-08-12 17:15:26,0.5561797752808989,0.99,0.7122302158273381,0.8821990530690407,0.98825
7,2020-08-12 17:29:10,0.5714285714285714,1.0,0.7272727272727273,0.9409680952414422,0.995
8,2020-08-12 17:43:12,0.5747126436781609,1.0,0.7299270072992701,0.9315613788796638,0.9926166666666666
9,2020-08-12 17:57:12,0.5625,0.99,0.717391304347826,0.9402359261151607,0.993488888888889
