,timestamp,precision,recall,f1_score,average_precision,auc
9,2020-08-05 15:56:10,0.5,1.0,0.6666666666666666,0.967035257741953,0.9961555555555556
10,2020-08-05 16:22:43,0.5347593582887701,1.0,0.6968641114982579,0.9483107058744285,0.9931555555555556
11,2020-08-05 16:28:57,0.518324607329843,0.99,0.6804123711340206,0.9261576468155329,0.9896833333333332
12,2020-08-05 16:54:49,0.532258064516129,0.99,0.6923076923076922,0.9534708729462626,0.9940722222222222
13,2020-08-05 17:20:57,0.5384615384615384,0.98,0.6950354609929078,0.9441503958572027,0.9914666666666667
14,2020-08-05 17:46:59,0.5263157894736842,1.0,0.6896551724137931,0.9095231983561591,0.9890666666666666
15,2020-08-05 18:13:14,0.547486033519553,0.98,0.7025089605734768,0.9326731405748692,0.9907222222222223
16,2020-08-05 18:39:28,0.5128205128205128,1.0,0.6779661016949152,0.9530446888108469,0.9942833333333333
17,2020-08-05 19:05:30,0.5263157894736842,1.0,0.6896551724137931,0.9567268096462083,0.9939055555555555
18,2020-08-05 19:31:42,0.5078534031413613,0.97,0.6666666666666667,0.8877247332672248,0.9844555555555556
