,timestamp,precision,recall,f1_score,average_precision,auc
0,2020-08-12 10:43:51,0.5114942528735632,0.89,0.6496350364963503,0.4662298850574713,
1,2020-08-12 10:59:41,0.4639175257731959,0.9,0.6122448979591837,0.4275257731958763,
2,2020-08-12 11:15:30,0.4194915254237288,0.99,0.5892857142857142,0.4162966101694915,
3,2020-08-12 11:32:23,0.6322580645161291,0.98,0.7686274509803921,0.6216129032258064,
4,2020-08-12 11:50:30,0.6038961038961039,0.93,0.7322834645669292,0.5686233766233767,
5,2020-08-12 12:10:11,0.4922279792746114,0.95,0.6484641638225256,0.4726165803108808,
6,2020-08-12 12:29:02,0.4497607655502393,0.94,0.6084142394822006,0.4287751196172249,
7,2020-08-12 13:06:55,0.572289156626506,0.95,0.7142857142857143,0.5486746987951807,
8,2020-08-12 13:43:20,0.2782608695652174,0.32,0.2976744186046512,0.15704347826086956,
9,2020-08-12 13:59:10,0.5120481927710844,0.85,0.6390977443609023,0.4502409638554217,nan
