,experiment,scenario,mean_f1_score,sd_f1_score,mean_auc,sd_auc,mean_precision,sd_precision,mean_recall,sd_recall
68,da_vae,scenario2_plus,0.7107695513129851,0.0249780966669193,0.9911491666666669,0.007117923879540896,0.5562366958419988,0.024602470752441805,0.985,0.027477263328068175
69,da_vae,scenario4_moins,0.14472624798711756,0.05695639312393485,0.8360282512626263,0.06706222576653909,0.019583333333333335,0.051185596389783115,0.025,0.06373774391990981
70,da_vae,scenario4_egal,0.39154032453308457,0.11327457490376908,0.9013552631578948,0.04166122224633083,0.37493677354166194,0.10846996175747083,0.41200000000000003,0.12335315156087419
71,da_vae,scenario_cars_egal,0.535811710515199,0.05419985703967844,0.9231394736842103,0.01800422353496404,0.5037962068313463,0.057182950066901835,0.5759999999999998,0.06529931086925803
72,da_vae,scenario6_moins,0.17527842527842533,0.051327303221094994,0.8933120265151515,0.04607938200256984,0.11499999999999999,0.1418772944014181,0.0625,0.0739509972887452
73,da_vae,scenario2_moins,0.22213299520991825,0.0983576127159524,0.9817752525252524,0.021016566573872717,0.2816666666666666,0.24266460621835872,0.1,0.09486832980505139
74,da_vae,scenario_cars_moins,0.22547504578754576,0.0999919397816896,0.9354141414141413,0.042206664887943536,0.4,0.2306392083849675,0.12,0.09273618495495704
75,da_vae,scenario5_plus,0.5829874851445469,0.06504099910998877,0.9357466666666667,0.028173150984931675,0.45157609213389494,0.04956285086034705,0.8240000000000001,0.10180373274099529
76,da_vae,scenario1_egal,0.7909233949805919,0.04558546187891189,0.9935452631578947,0.0024150717888196,0.8091136615059566,0.056551936901040274,0.778,0.06630233781700309
77,da_vae,scenario6_egal,0.46000745000738075,0.11361086003013815,0.9214089473684212,0.03566347297987329,0.4433948555003001,0.11341554963997967,0.48100000000000004,0.11991246807567592
78,da_vae,scenario2_egal,0.8101105019330712,0.006186816637298013,0.9880289,0.0069901252771320255,0.6810124569625045,0.008718062366047621,0.9997,0.0009539392014169465
79,da_vae,scenario6_plus,0.5822390879912429,0.05309832506150905,0.9326283333333333,0.028186742346993608,0.45632232519266863,0.03620257837072657,0.8065000000000001,0.0970193279712862
80,da_vae,scenario5_egal,0.37721014220691207,0.10580540346675159,0.8708410526315792,0.12163962126501317,0.358320825841629,0.10373546907341155,0.40099999999999997,0.1117989266495882
